ID,HousePrice,yhat,delta
7954,278652.0,342726.11667631945,-64074.11667631945
8966,275214.0,341919.71826937696,-66705.71826937696
7103,148164.0,142277.1871805036,5886.812819496408
5965,146498.0,174686.54121787936,-28188.541217879363
7594,389110.0,390798.61685946566,-1688.6168594656629
4630,316268.0,240680.68552926887,75587.31447073113
6647,376661.0,408334.1116126423,-31673.1116126423
8950,581957.0,575583.3482887534,6373.651711246581
1972,440137.0,480353.11117147835,-40216.11117147835
4544,659242.0,634733.9378326955,24508.06216730445
4649,495329.0,445071.644814744,50257.35518525599
7831,244309.0,282765.8889471157,-38456.88894711569
1300,328926.0,311894.38562949985,17031.614370500145
4669,223949.0,209115.95958376664,14833.040416233358
1109,315621.0,345384.86145209975,-29763.86145209975
3159,533715.0,450986.8782659975,82728.12173400249
4879,410501.0,355176.35120103945,55324.64879896055
6116,200271.0,241720.7224449045,-41449.7224449045
4057,199761.0,303239.03526411933,-103478.03526411933
1119,316771.0,257135.93151918252,59635.068480817485
5062,566477.0,541809.5901569467,24667.40984305332
7173,702603.0,660863.6982570052,41739.30174299481
1663,392937.0,415547.3918111252,-22610.391811125213
7128,292612.0,364900.0199893819,-72288.0199893819
7797,306118.0,337577.9480121614,-31459.948012161418
5290,178950.0,131419.79021967459,47530.209780325415
2046,356896.0,389538.5824914748,-32642.58249147481
7851,340545.0,354085.3504389729,-13540.350438972877
6291,165087.0,183763.30098044264,-18676.30098044264
2677,295578.0,507988.4846270212,-212410.4846270212
7444,271625.0,262927.72603607125,8697.273963928747
7274,338312.0,374501.4551487013,-36189.45514870132
5525,641302.0,655510.0499979635,-14208.049997963477
2992,235445.0,245386.71465375175,-9941.714653751755
8999,635998.0,594847.9721343707,41150.027865629294
1564,430694.0,491375.1320392115,-60681.132039211516
6816,387211.0,425480.24588809704,-38269.24588809704
8287,354995.0,354485.56174006755,509.43825993244536
8473,498522.0,427131.4148059369,71390.58519406308
7497,242685.0,187629.8629505387,55055.13704946131
7491,320397.0,273953.419153633,46443.580846367
3196,499879.0,397145.62406554027,102733.37593445973
5608,406113.0,395846.9132602401,10266.086739759892
8263,174763.0,170539.62702887392,4223.372971126082
3203,254224.0,191353.25041518046,62870.74958481954
3032,260426.0,279861.13925328973,-19435.13925328973
1827,424742.0,555777.2116245718,-131035.21162457182
4536,393828.0,385013.82758290233,8814.172417097667
4643,221455.0,330862.40578228456,-109407.40578228456
7601,289523.0,258469.8273281928,31053.172671807202
8011,435406.0,419191.39095950476,16214.609040495241
2,277232.0,281371.982945335,-4139.982945334981
8101,141618.0,157187.86851101465,-15569.868511014647
7446,396053.0,451274.2090475098,-55221.20904750982
9168,365412.0,321246.0900065029,44165.90999349707
8816,479899.0,426720.05902973784,53178.94097026216
8422,384977.0,517151.8735232946,-132174.87352329458
4729,120479.0,115833.37178838876,4645.628211611242
2879,214066.0,229887.78670969163,-15821.78670969163
2308,592384.0,583947.256128758,8436.74387124204
9014,310368.0,274593.947535712,35774.05246428802
4414,292450.0,281426.7471060397,11023.252893960278
3284,343528.0,382941.72170118196,-39413.72170118196
6669,243620.0,263950.16983420437,-20330.169834204367
1065,201888.0,155990.12343915133,45897.87656084867
4926,554031.0,622066.1167651735,-68035.1167651735
9030,290852.0,271780.941632092,19071.058367908
7561,169913.0,177463.4346175722,-7550.434617572202
2366,426717.0,435605.13202142064,-8888.132021420635
7801,243457.0,265141.8967187062,-21684.89671870618
4645,313689.0,299688.07322827843,14000.92677172157
581,390907.0,408942.9610613445,-18035.961061344482
2942,566948.0,515550.74928290833,51397.250717091665
4806,199850.0,196702.67001163468,3147.3299883653235
1524,603101.0,499467.942327456,103633.05767254398
511,216835.0,202734.78562230433,14100.214377695665
690,346538.0,305160.16827446804,41377.831725531956
6029,291632.0,292350.77426741767,-718.7742674176698
6239,348156.0,325349.2555470116,22806.74445298838
3759,554177.0,514494.87266230915,39682.12733769085
7527,675269.0,599468.031863328,75800.96813667205
6724,115366.0,106370.9432017748,8995.056798225196
4676,184882.0,204690.2806222452,-19808.28062224519
7830,730476.0,592814.627049117,137661.372950883
4372,82173.0,185383.9399085167,-103210.93990851671
2856,416310.0,357691.105483406,58618.89451659401
3968,83898.0,110652.45953913884,-26754.459539138843
6512,198793.0,236133.6928095459,-37340.6928095459
7925,359882.0,341676.4319843584,18205.56801564159
193,709843.0,590823.6183599292,119019.38164007082
8031,191020.0,218486.79063561163,-27466.79063561163
8619,382224.0,312362.9409657699,69861.05903423007
7982,291794.0,350949.46486369934,-59155.46486369934
9037,381345.0,435177.1731868617,-53832.17318686168
82,144263.0,133787.85040136497,10475.149598635035
5224,220182.0,188091.87732896477,32090.122671035235
6541,229875.0,255542.361459629,-25667.361459629
4355,622852.0,608585.7554967066,14266.24450329342
7764,157118.0,103404.72723808757,53713.272761912434
1271,75638.0,95934.30997813145,-20296.309978131452
9194,220033.0,269717.2579495348,-49684.2579495348
9153,246076.0,245237.94412568596,838.0558743140427
6,324167.0,380684.71857231786,-56517.718572317855
3839,184858.0,165179.99633363943,19678.00366636057
1669,118410.0,93583.11344176988,24826.886558230122
9296,165100.0,123532.08674410348,41567.91325589652
8459,854125.0,599766.0441423109,254358.95585768914
692,417576.0,384276.2797030612,33299.72029693879
3263,510484.0,373834.03395964956,136649.96604035044
579,367187.0,437696.19422103086,-70509.19422103086
1599,249900.0,271429.0219895963,-21529.02198959631
4276,184823.0,201455.09377712067,-16632.093777120666
8487,350133.0,367563.7309777138,-17430.73097771383
5073,415997.0,436458.27592820826,-20461.275928208255
3397,361774.0,362473.68530643854,-699.6853064385359
7331,326106.0,315649.2416951939,10456.758304806077
362,310530.0,476207.9687099916,-165677.9687099916
1720,425828.0,463082.7155015391,-37254.71550153912
1523,441530.0,358851.8442593198,82678.15574068017
6136,307363.0,302477.13040700404,4885.869592995965
1401,180373.0,189949.03791218443,-9576.03791218443
1489,253935.0,249710.94606534071,4224.053934659285
1032,366016.0,378488.6286351652,-12472.628635165223
6139,587722.0,477935.96792437846,109786.03207562154
7604,283546.0,303530.1578071099,-19984.157807109877
3694,227639.0,199367.45519889827,28271.54480110173
1621,166588.0,230802.41459165502,-64214.41459165502
1600,352844.0,311112.2163007176,41731.78369928239
3673,186486.0,227795.5333663909,-41309.53336639091
5300,530722.0,490937.69913116907,39784.300868830935
7256,528076.0,513457.5688633207,14618.431136679312
9133,53714.0,124710.45598805354,-70996.45598805354
226,331160.0,330420.93680361967,739.0631963803316
7941,235734.0,237651.64380101094,-1917.6438010109414
5045,406033.0,356937.69193374587,49095.30806625413
5445,276949.0,266961.18413509004,9987.815864909964
2098,241736.0,249775.68642393837,-8039.686423938372
7886,175213.0,193861.5192964006,-18648.5192964006
5087,445506.0,537241.2854839138,-91735.28548391385
7584,356585.0,357593.95537149755,-1008.9553714975482
5948,185960.0,278776.38097770413,-92816.38097770413
3609,420575.0,401693.90616913344,18881.093830866565
3842,497126.0,488010.82969261374,9115.170307386259
7317,358459.0,341358.14199383097,17100.85800616903
8602,370779.0,339061.38097269734,31717.61902730266
754,240901.0,237586.5815051361,3314.4184948639013
1664,302303.0,316155.32834975864,-13852.328349758638
669,265448.0,253042.88622397653,12405.11377602347
7136,400493.0,445599.6571641134,-45106.65716411342
8194,406954.0,417235.0291345632,-10281.029134563229
987,300199.0,345278.39044611476,-45079.39044611476
8779,260062.0,305426.3999360313,-45364.39993603132
1487,337848.0,277120.5945276813,60727.4054723187
1342,505372.0,500733.23396728345,4638.76603271655
6100,580351.0,582814.5665853687,-2463.5665853687096
3246,257541.0,278939.32207429374,-21398.32207429374
1757,796568.0,673671.4010758229,122896.59892417712
1356,243496.0,278284.876507906,-34788.87650790601
8809,375298.0,299980.69940180914,75317.30059819086
7588,113878.0,120265.05681033703,-6387.0568103370315
4027,316804.0,354303.32952581043,-37499.32952581043
2268,280805.0,440253.64881875453,-159448.64881875453
3637,486774.0,394730.05791089317,92043.94208910683
5470,250196.0,288311.6427567482,-38115.64275674819
1797,392862.0,382940.1455916554,9921.854408344603
4856,518244.0,536606.9259759929,-18362.925975992926
6362,539034.0,489893.8552321274,49140.14476787258
7191,404804.0,405998.9346189259,-1194.9346189259086
1179,186489.0,207516.60552873285,-21027.60552873285
941,156491.0,216209.7032273136,-59718.703227313614
5148,216366.0,227220.3416785618,-10854.341678561788
6175,329702.0,348927.47329108877,-19225.47329108877
5641,178184.0,181679.83711772918,-3495.8371177291847
8605,406981.0,340233.0541503041,66747.94584969588
7907,65825.0,101103.73932506893,-35278.739325068935
3939,178447.0,160680.3394068367,17766.66059316331
5713,530777.0,504477.5897449914,26299.41025500861
6514,262408.0,250995.61860524517,11412.381394754833
8261,417515.0,502243.67827419384,-84728.67827419384
5577,588046.0,544867.2426488849,43178.75735111511
5562,422688.0,354721.6423671774,67966.35763282259
396,245521.0,184799.23472040144,60721.76527959856
8005,210860.0,222016.75084366847,-11156.750843668473
6779,518549.0,503676.6588117541,14872.341188245919
9154,79257.0,91292.18143906342,-12035.181439063424
5288,195783.0,227354.1035076356,-31571.10350763559
5465,550569.0,534416.3613727187,16152.638627281296
8281,182330.0,173093.598643078,9236.401356921997
6263,328061.0,364623.53192054416,-36562.53192054416
4093,371540.0,440337.781417453,-68797.78141745302
7672,289937.0,334514.0746463318,-44577.07464633178
8131,253290.0,242054.49488478474,11235.50511521526
5741,152902.0,121933.71343981508,30968.28656018492
3915,396319.0,391451.5627790531,4867.437220946886
8914,353146.0,368868.7294742851,-15722.729474285094
8725,392785.0,416965.6433912537,-24180.643391253718
7998,254412.0,230999.37755568713,23412.622444312874
5367,334118.0,247381.3268599965,86736.67314000349
3338,205986.0,197534.48785847332,8451.512141526677
4504,350007.0,329305.1584592705,20701.84154072951
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,234392.71486107158,-11116.714861071581
3708,348760.0,357606.9794166391,-8846.979416639078
6931,100301.0,115611.33647687186,-15310.33647687186
1514,554205.0,471403.202256418,82801.79774358199
8324,392126.0,439835.1510085501,-47709.15100855008
7791,276073.0,324021.75948173046,-47948.75948173046
3954,534431.0,530300.7990563691,4130.200943630887
716,274055.0,284001.61179449206,-9946.611794492055
7305,213580.0,246567.8884502397,-32987.8884502397
8419,284317.0,302643.069551581,-18326.069551580993
341,314483.0,311210.03574176296,3272.9642582370434
1527,287881.0,269242.8522170466,18638.147782953398
8730,344276.0,365914.0965200744,-21638.09652007441
8255,196051.0,203841.63669364047,-7790.636693640467
3783,151477.0,167827.34036655462,-16350.340366554621
1151,416685.0,476855.8297934723,-60170.82979347231
8198,131559.0,163433.96824567165,-31874.968245671655
4722,519999.0,504420.6188241753,15578.381175824674
643,202552.0,271524.430752763,-68972.430752763
7565,108289.0,100692.98052450352,7596.019475496476
8132,197771.0,249291.72973720304,-51520.729737203044
855,329077.0,324076.30853551434,5000.691464485659
729,167895.0,164543.32692270156,3351.6730772984447
2969,737500.0,786360.6227739399,-48860.62277393986
2632,521113.0,536671.3030575186,-15558.303057518555
1802,342322.0,314735.2317637856,27586.76823621441
7033,195465.0,183865.18636244675,11599.813637553249
9351,420246.0,319255.83645542245,100990.16354457755
6997,597479.0,510392.9300027951,87086.06999720488
1460,399315.0,332306.3614335094,67008.63856649061
5782,435183.0,411517.383967257,23665.61603274301
4253,328942.0,353433.26416157716,-24491.264161577157
4768,284079.0,479985.454193553,-195906.454193553
3660,333731.0,375422.647374978,-41691.647374978
8429,414619.0,426064.9259668239,-11445.925966823881
2907,449066.0,621230.1532267035,-172164.15322670352
135,579961.0,569193.1385428722,10767.861457127845
2451,360023.0,332683.5080981555,27339.491901844507
212,285541.0,283080.9843940561,2460.0156059439178
7724,217449.0,250294.6281656678,-32845.62816566779
4110,260346.0,282446.2200402508,-22100.220040250802
5377,501319.0,428032.5088647605,73286.49113523948
2502,277450.0,289666.0079383518,-12216.007938351773
4239,637080.0,610371.9146292836,26708.085370716406
5078,327839.0,275887.0830629873,51951.91693701269
387,228911.0,196516.23211064437,32394.76788935563
498,328353.0,330452.19093361637,-2099.1909336163662
6452,374930.0,360105.882612977,14824.117387022998
3300,170474.0,188268.36377570027,-17794.363775700273
8594,108544.0,106747.91987795217,1796.0801220478315
554,538548.0,433325.2059369796,105222.79406302038
5913,325469.0,355600.169521944,-30131.169521944015
6170,100164.0,118704.3259479883,-18540.325947988298
6208,320416.0,349908.6970161526,-29492.69701615261
5171,238980.0,215442.0228030351,23537.9771969649
5750,555869.0,455208.2077995862,100660.79220041382
6195,328002.0,326730.84694105224,1271.1530589477625
4231,131042.0,129053.63898852255,1988.3610114774492
7860,217275.0,222833.83934351464,-5558.839343514643
8710,269621.0,321769.38687795907,-52148.38687795907
2102,298848.0,287078.86096748925,11769.13903251075
8322,649672.0,537811.9127644704,111860.08723552956
6968,323426.0,382641.67678616697,-59215.676786166965
5898,226260.0,195072.83168159655,31187.16831840345
2659,397840.0,358579.07517423964,39260.92482576036
2055,113768.0,262992.3387874909,-149224.3387874909
5930,309801.0,312280.34457890637,-2479.34457890637
7107,160851.0,155764.3443115335,5086.655688466504
7843,350658.0,351196.4683527101,-538.4683527100715
1351,256856.0,278718.49688664626,-21862.49688664626
1889,392019.0,439922.0523927638,-47903.052392763784
7581,167684.0,235812.95575827442,-68128.95575827442
4939,161089.0,192465.7489660384,-31376.7489660384
623,391210.0,392153.7030816234,-943.7030816234183
8789,285418.0,238371.39730072467,47046.60269927533
8349,214564.0,209507.35395191,5056.646048090013
7647,531916.0,550198.3018418032,-18282.301841803244
1277,166416.0,147067.7491090614,19348.250890938594
7544,246801.0,286396.0020084254,-39595.00200842542
4909,303159.0,297755.38002228556,5403.619977714436
679,431434.0,393391.5875389064,38042.41246109363
3736,91215.0,197888.63039929385,-106673.63039929385
3476,366329.0,305397.116992449,60931.88300755102
518,371193.0,332406.2485014369,38786.7514985631
5806,538931.0,480782.46651167097,58148.533488329034
7168,187953.0,211580.11249882902,-23627.112498829025
6471,156334.0,148908.96284922882,7425.0371507711825
3896,352739.0,354648.6568428081,-1909.6568428081227
1,547714.0,571657.6764409568,-23943.67644095677
5880,291789.0,288009.64016115374,3779.359838846256
1165,143500.0,223915.97319697775,-80415.97319697775
3688,574621.0,573672.0228691156,948.9771308844211
803,363724.0,337818.33499804046,25905.66500195954
4284,152403.0,183234.65382275058,-30831.65382275058
3130,173003.0,236653.96754241467,-63650.96754241467
8298,224509.0,234363.23585754307,-9854.23585754307
583,224102.0,259557.56158972043,-35455.561589720426
71,491488.0,464366.6232128654,27121.37678713462
1697,329422.0,347400.02444051637,-17978.02444051637
8801,226648.0,253052.03723734152,-26404.037237341516
278,354612.0,291081.10901711223,63530.890982887766
7655,522689.0,524167.85948352556,-1478.8594835255644
346,199113.0,204650.9723461644,-5537.972346164403
5116,295637.0,328341.5184021855,-32704.518402185524
5457,156774.0,170679.14292296607,-13905.142922966072
1111,286891.0,379028.769275925,-92137.769275925
5622,154093.0,183056.89448413847,-28963.894484138465
104,138956.0,117354.39531393131,21601.60468606869
7698,301127.0,400853.2726938877,-99726.2726938877
6210,275910.0,266547.91095505946,9362.089044940541
1303,477286.0,416810.54268627736,60475.45731372264
5697,543176.0,491700.01332766144,51475.986672338564
1366,483578.0,418687.41637808434,64890.58362191566
5696,616686.0,614295.1808635173,2390.8191364826635
407,239788.0,241299.16426967693,-1511.1642696769268
6373,78345.0,104167.04045388801,-25822.04045388801
3676,341641.0,324580.0384188661,17060.961581133888
7765,468097.0,424957.44110493007,43139.55889506993
8856,309249.0,313944.2036592287,-4695.2036592286895
2857,418356.0,427829.1134625537,-9473.113462553709
3282,386107.0,577882.4283717657,-191775.42837176565
8441,390562.0,354651.60691403795,35910.393085962045
7007,334479.0,305266.8778520228,29212.122147977178
5298,172858.0,186448.4289942212,-13590.428994221205
7072,272000.0,351847.6774275697,-79847.6774275697
3096,391488.0,374123.64623907604,17364.353760923957
5598,161913.0,142401.0263028953,19511.973697104695
1788,495784.0,401449.49325809965,94334.50674190035
2485,232722.0,287470.36139993,-54748.36139993003
4590,534975.0,437988.68411062873,96986.31588937127
949,446985.0,360313.21756269806,86671.78243730194
2134,255222.0,252247.58773876782,2974.4122612321808
8706,148730.0,206445.49789413318,-57715.49789413318
7745,779760.0,570913.552286687,208846.44771331304
3970,203095.0,175439.69869318008,27655.30130681992
7645,408431.0,414526.32976524177,-6095.329765241768
5591,195756.0,212427.75802981312,-16671.75802981312
781,410016.0,433586.0731705611,-23570.07317056111
7714,149275.0,91774.9115089949,57500.088491005095
4805,257224.0,303225.8273653024,-46001.82736530242
8762,498272.0,479164.83094152826,19107.169058471743
1132,416767.0,413981.4327526238,2785.567247376195
3252,563583.0,422576.47459641873,141006.52540358127
5588,343488.0,319956.3080419069,23531.691958093084
6294,328156.0,259031.14253882124,69124.85746117876
3493,202968.0,251172.54460418742,-48204.544604187424
1390,263068.0,325968.72051692917,-62900.72051692917
6792,333478.0,348223.55347871315,-14745.553478713147
5862,321620.0,407066.2582480448,-85446.25824804482
5217,162289.0,192078.7029346406,-29789.702934640605
3437,327665.0,262169.4436091671,65495.55639083288
3838,799710.0,755582.7641668872,44127.23583311285
1444,215828.0,232323.34751030963,-16495.347510309628
786,191656.0,268630.8769925787,-76974.87699257868
475,349485.0,316756.6347223195,32728.36527768051
8603,431655.0,388280.19293088705,43374.807069112954
1241,139589.0,162350.21451285126,-22761.214512851264
586,115022.0,94546.0112498707,20475.988750129298
4143,341666.0,347969.2012221504,-6303.201222150412
2834,165522.0,154640.22472350104,10881.775276498956
1281,232219.0,228890.97638145374,3328.0236185462563
5335,297803.0,323107.8702246643,-25304.87022466428
1772,386630.0,388781.1952535267,-2151.1952535266755
6518,147702.0,159172.6060990519,-11470.606099051889
910,513958.0,500969.58878987824,12988.411210121762
5201,228720.0,215029.40482642344,13690.595173576556
4245,119418.0,113666.39528160551,5751.60471839449
3024,342334.0,301589.7715024413,40744.22849755868
609,245381.0,214458.10852352847,30922.89147647153
4430,129765.0,134809.31793207437,-5044.317932074366
4034,121520.0,113622.78031298873,7897.2196870112675
5561,177190.0,203194.09625973643,-26004.096259736427
9011,454980.0,395138.6299295273,59841.37007047271
3618,368759.0,298431.10372026125,70327.89627973875
2017,285875.0,245145.94780680092,40729.05219319908
6894,503036.0,428624.22042833717,74411.77957166283
2202,362437.0,270173.78470426396,92263.21529573604
55,130584.0,152095.2711645232,-21511.271164523205
541,352973.0,381269.84426869295,-28296.84426869295
6882,343624.0,387365.10084098874,-43741.10084098874
6714,296728.0,273029.11983979563,23698.880160204368
5109,431390.0,380681.78102146246,50708.21897853754
688,528334.0,473856.98726132856,54477.012738671445
260,157326.0,173338.70989356324,-16012.709893563238
1493,329066.0,372127.3923651095,-43061.392365109525
1515,274626.0,360283.5507605483,-85657.55076054833
7887,130469.0,167354.56330850907,-36885.56330850907
845,397756.0,330845.43479737145,66910.56520262855
6172,318406.0,388580.54846735805,-70174.54846735805
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.1311921009,-39948.131192100875
6335,236314.0,236156.52967405756,157.4703259424423
8727,126778.0,105441.35706046947,21336.64293953053
2888,352071.0,414732.93487032264,-62661.93487032264
8733,116008.0,136345.00830209441,-20337.008302094415
4117,251415.0,210602.13943790967,40812.860562090325
1293,294570.0,338881.2225369461,-44311.22253694612
1860,607844.0,590911.0423065404,16932.957693459583
3192,287659.0,262083.78205143864,25575.21794856136
383,294633.0,349008.7181324056,-54375.7181324056
696,147455.0,146368.60688178628,1086.3931182137167
1552,365707.0,400039.6735744583,-34332.673574458284
3301,155565.0,193156.97008867908,-37591.97008867908
2189,385454.0,385420.4541930254,33.545806974580046
3674,92307.0,100023.04306035953,-7716.0430603595305
3895,175215.0,155501.32132151249,19713.678678487515
5497,409516.0,322191.2607042916,87324.73929570842
5093,104945.0,153283.85381153802,-48338.85381153802
9104,617566.0,611233.7667197206,6332.233280279441
6633,526574.0,570080.5932863604,-43506.59328636038
8564,293019.0,335501.68067643937,-42482.68067643937
6775,628490.0,439080.1485683443,189409.8514316557
5051,450801.0,380201.4147867852,70599.5852132148
2713,288095.0,252917.18866618339,35177.811333816615
4367,526483.0,471282.9088893159,55200.091110684094
4852,150609.0,177461.35783355613,-26852.357833556132
5653,209016.0,229743.3311967286,-20727.3311967286
4558,326331.0,371954.7227728366,-45623.72277283663
2354,718794.0,704250.7367429491,14543.263257050887
464,183660.0,243951.61960694703,-60291.61960694703
2660,457977.0,514539.7768565569,-56562.776856556884
8331,261685.0,302448.7367084779,-40763.736708477896
7097,165351.0,253157.37520744148,-87806.37520744148
9126,249524.0,236416.98281148722,13107.017188512778
8119,213760.0,237672.40616188088,-23912.406161880877
463,623503.0,590398.5203848028,33104.47961519717
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.4085625722,27317.591437427793
8080,132362.0,158157.55012474704,-25795.55012474704
1213,125257.0,152507.47230694696,-27250.472306946962
1328,145027.0,173607.0545879878,-28580.054587987805
7622,293971.0,294446.7716564025,-475.77165640250314
7487,196440.0,178414.28375574117,18025.71624425883
4530,188048.0,220176.43580635564,-32128.435806355643
738,213142.0,249296.5918660827,-36154.59186608269
2507,240943.0,189445.59807525977,51497.40192474023
316,279529.0,261117.28866636418,18411.711333635816
1066,152119.0,153710.81239415545,-1591.8123941554513
6065,404531.0,441014.39180885087,-36483.391808850865
2042,314563.0,345829.82097232284,-31266.820972322836
7785,364001.0,375814.12689042004,-11813.12689042004
2590,131195.0,154599.91876205418,-23404.918762054178
